UID,AN,PID,DN,DP,TN,RL,domain,entityName
"(UID, c6e14eceb81655f)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1052)","(domain, microsoft.fi)","(entityName, Microsoft Corporation)"
"(UID, ec839ff0214ba35)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1053)","(domain, microsoft.fr)","(entityName, Microsoft Corporation)"
"(UID, 64b33428845babe)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1054)","(domain, microsoft.ge)","(entityName, Microsoft Corporation)"
"(UID, 9e6782944395ba9)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1055)","(domain, microsoft.hu)","(entityName, Microsoft Corporation)"
"(UID, da55b8853885686)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1056)","(domain, microsoft.is)","(entityName, Microsoft Corporation)"
"(UID, d3b69ac964f54c6)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1057)","(domain, microsoft.it)","(entityName, Microsoft Corporation)"
"(UID, 4421898e9e809df)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1058)","(domain, microsoft.jp)","(entityName, Microsoft Corporation)"
"(UID, 05e6c25ce34c009)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1059)","(domain, microsoft.lt)","(entityName, Microsoft Corporation)"
"(UID, ae9d1881ad8d44e)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1060)","(domain, microsoft.lu)","(entityName, Microsoft Corporation)"
"(UID, 126e4de2603b4cd)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1061)","(domain, microsoft.lv)","(entityName, Microsoft Corporation)"
"(UID, ed58a2205565c73)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1062)","(domain, microsoft.md)","(entityName, Microsoft Corporation)"
"(UID, c2a4edbee1e9209)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1063)","(domain, microsoft.pl)","(entityName, Microsoft Corporation)"
"(UID, d16f5c9991668aa)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1064)","(domain, microsoft.pt)","(entityName, Microsoft Corporation)"
"(UID, de478ca95d7455b)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1065)","(domain, microsoft.ro)","(entityName, Microsoft Corporation)"
"(UID, 0bac16931e01f3f)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1066)","(domain, microsoft.rs)","(entityName, Microsoft Corporation)"
"(UID, a12967b00a79405)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1067)","(domain, microsoft.ru)","(entityName, Microsoft Corporation)"
"(UID, fdb3521d07113c9)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1068)","(domain, microsoft.se)","(entityName, Microsoft Corporation)"
"(UID, 2007dfa9a313b86)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1069)","(domain, microsoft.si)","(entityName, Microsoft Corporation)"
"(UID, 88bc2ffdc6e71e1)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1070)","(domain, microsoft.tv)","(entityName, Microsoft Corporation)"
"(UID, 394daf6e85c4455)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1071)","(domain, microsoft.ua)","(entityName, Microsoft Corporation)"
"(UID, 5e6c8094c2cc366)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1072)","(domain, microsoft.uz)","(entityName, Microsoft Corporation)"
"(UID, fc1805f32b9fd7d)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1073)","(domain, microsoft.vn)","(entityName, Microsoft Corporation)"
"(UID, 618eab76997536c)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1074)","(domain, microsoft365.com)","(entityName, Microsoft Corporation)"
"(UID, 126faf75f3445ad)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1075)","(domain, microsoftadcentre.ca)","(entityName, Microsoft Corporation)"
"(UID, 704680be27558c6)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1076)","(domain, microsoftcloud.com)","(entityName, Microsoft Corporation)"
"(UID, 142beec035067db)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1077)","(domain, microsoftedge.com)","(entityName, Microsoft Corporation)"
"(UID, 9d41bd4b87ae3a8)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1078)","(domain, microsoftlinc.com)","(entityName, Microsoft Corporation)"
"(UID, 689affe29ef570c)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1079)","(domain, microsoftonline-p.com)","(entityName, Microsoft Corporation)"
"(UID, d4b85009b8af80c)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1080)","(domain, microsoftonline.com)","(entityName, Microsoft Corporation)"
"(UID, a2dadca77d2bf9b)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1081)","(domain, microsoftstore.com)","(entityName, Microsoft Corporation)"
"(UID, 8c297ca2b28a23a)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1082)","(domain, microsoftstudios.com)","(entityName, Microsoft Corporation)"
"(UID, 295463da9dfbacd)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1083)","(domain, microsofttranslator.com)","(entityName, Microsoft Corporation)"
"(UID, ca8e4ea984a1c73)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1084)","(domain, mileiq.com)","(entityName, Microsoft Corporation)"
"(UID, 46a7db62410d8c7)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1085)","(domain, mixer.com)","(entityName, Microsoft Corporation)"
"(UID, 5c3e23d018bc09d)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1086)","(domain, mono-project.com)","(entityName, Microsoft Corporation)"
"(UID, 358e371f6c5fb26)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1087)","(domain, msauth.net)","(entityName, Microsoft Corporation)"
"(UID, 9ba9f7b4ecd062e)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1088)","(domain, msdn.com)","(entityName, Microsoft Corporation)"
"(UID, 85cd51cd09f2268)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1089)","(domain, msecnd.net)","(entityName, Microsoft Corporation)"
"(UID, 814b7ea00b6f07a)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1090)","(domain, msedge.net)","(entityName, Microsoft Corporation)"
"(UID, cab8e6193748a63)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1091)","(domain, msftconnecttest.com)","(entityName, Microsoft Corporation)"
"(UID, ae13706f5d5cec1)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1092)","(domain, msn.ae)","(entityName, Microsoft Corporation)"
"(UID, 084d750ae65ace9)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1093)","(domain, msn.at)","(entityName, Microsoft Corporation)"
"(UID, 988df7e7ce3bc8a)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1094)","(domain, msn.be)","(entityName, Microsoft Corporation)"
"(UID, a8b5ed71cefe6b1)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1095)","(domain, msn.ca)","(entityName, Microsoft Corporation)"
"(UID, 159aebe9181e543)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1096)","(domain, msn.ch)","(entityName, Microsoft Corporation)"
"(UID, 01cef63ee0d7811)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1097)","(domain, msn.cn)","(entityName, Microsoft Corporation)"
"(UID, 2fe87ac8e48231f)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1098)","(domain, msn.co.cr)","(entityName, Microsoft Corporation)"
"(UID, 8f7cecb86273b97)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1099)","(domain, msn.co.id)","(entityName, Microsoft Corporation)"
"(UID, e7597e55b1310bd)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1100)","(domain, msn.co.il)","(entityName, Microsoft Corporation)"
"(UID, 8e9bfd33d728e29)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1101)","(domain, msn.co.in)","(entityName, Microsoft Corporation)"
"(UID, e5592a713d9f55c)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1102)","(domain, msn.co.jp)","(entityName, Microsoft Corporation)"
"(UID, 329431ee3da4d77)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1103)","(domain, msn.co.kr)","(entityName, Microsoft Corporation)"
"(UID, 3251fcc123eb674)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1104)","(domain, msn.co.nz)","(entityName, Microsoft Corporation)"
"(UID, 8d7bd9b2356eca0)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1105)","(domain, msn.co.th)","(entityName, Microsoft Corporation)"
"(UID, 322a085535c10b3)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1106)","(domain, msn.co.uk)","(entityName, Microsoft Corporation)"
"(UID, 2ea31ddb0028607)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1107)","(domain, msn.co.za)","(entityName, Microsoft Corporation)"
"(UID, bd1e6e96984811c)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1108)","(domain, msn.com)","(entityName, Microsoft Corporation)"
"(UID, 4c498875b48b5ab)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1109)","(domain, msn.com.au)","(entityName, Microsoft Corporation)"
"(UID, 5809b8c4635f3b1)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1110)","(domain, msn.com.br)","(entityName, Microsoft Corporation)"
"(UID, dcd8a954e4d3bff)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1111)","(domain, msn.com.cn)","(entityName, Microsoft Corporation)"
"(UID, e41fb145871c065)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1112)","(domain, msn.com.gr)","(entityName, Microsoft Corporation)"
"(UID, 1aa0b431b8bd9dc)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1113)","(domain, msn.com.hk)","(entityName, Microsoft Corporation)"
"(UID, a3515ad4c6a7f97)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1114)","(domain, msn.com.mx)","(entityName, Microsoft Corporation)"
"(UID, 465aa2e3cf2217e)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1115)","(domain, msn.com.my)","(entityName, Microsoft Corporation)"
"(UID, 57a03335c174d72)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1116)","(domain, msn.com.sg)","(entityName, Microsoft Corporation)"
"(UID, 1f7bffbcc43b0a0)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1117)","(domain, msn.com.tr)","(entityName, Microsoft Corporation)"
"(UID, 215003e213ef75d)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1118)","(domain, msn.com.tw)","(entityName, Microsoft Corporation)"
"(UID, e39b680f96115fa)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1119)","(domain, msn.cr)","(entityName, Microsoft Corporation)"
"(UID, 156a146f1e1b8f9)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1120)","(domain, msn.de)","(entityName, Microsoft Corporation)"
"(UID, 7453f4ff26dc5fc)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1121)","(domain, msn.dk)","(entityName, Microsoft Corporation)"
"(UID, c22c205167d7638)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1122)","(domain, msn.es)","(entityName, Microsoft Corporation)"
"(UID, c73c64a42609910)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1123)","(domain, msn.fi)","(entityName, Microsoft Corporation)"
"(UID, 2ed1d4148452a2e)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1124)","(domain, msn.fr)","(entityName, Microsoft Corporation)"
"(UID, fc4c1b149047544)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1125)","(domain, msn.gr)","(entityName, Microsoft Corporation)"
"(UID, 303237af45e2d40)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1126)","(domain, msn.hu)","(entityName, Microsoft Corporation)"
"(UID, 963a09cabb49474)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1127)","(domain, msn.ie)","(entityName, Microsoft Corporation)"
"(UID, 21f971034985a41)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1128)","(domain, msn.it)","(entityName, Microsoft Corporation)"
"(UID, 45c5cdf227188f9)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1129)","(domain, msn.jp)","(entityName, Microsoft Corporation)"
"(UID, 6fb6f00fea43fed)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1130)","(domain, msn.kz)","(entityName, Microsoft Corporation)"
"(UID, 02e03f26a505667)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 1131)","(domain, msn.net)","(entityName, Microsoft Corporation)"
